replicate,pos,y_bin,y_um,median_intensity,corrected_intensity
replicate_5,pos5,0,0.75,258.9078947368421,97.57829872588002
replicate_5,pos5,1,2.25,290.6363636363636,129.30676762540156
replicate_5,pos5,2,3.75,301.20461460446245,139.8750185935004
replicate_5,pos5,3,5.25,314.85185185185185,153.52225584088978
replicate_5,pos5,4,6.75,332.138249199329,170.80865318836692
replicate_5,pos5,5,8.25,338.6126723913609,177.28307638039885
replicate_5,pos5,6,9.75,321.078431372549,159.74883536158694
replicate_5,pos5,7,11.25,299.343300110742,138.01370409977991
replicate_5,pos5,8,12.75,273.719298245614,112.38970223465196
replicate_5,pos5,9,14.25,266.10714285714283,104.77754684618077
replicate_5,pos5,10,15.75,265.56140350877195,104.23180749780988
replicate_5,pos5,11,17.25,265.1764705882353,103.84687457727324
replicate_5,pos5,12,18.75,267.51785714285717,106.1882611318951
replicate_5,pos5,13,20.25,284.0311688311688,122.70157282020676
replicate_5,pos5,14,21.75,259.5678571428572,98.23826113189509
replicate_5,pos5,15,23.25,247.09302325581396,85.7634272448519
replicate_5,pos5,16,24.75,258.8333333333333,97.50373732237125
replicate_5,pos5,17,26.25,241.16,79.83040398903793
replicate_5,pos5,18,27.75,219.62012411347519,58.290528102513136
replicate_5,pos5,19,29.25,213.36921353907417,52.03961752811212
replicate_5,pos5,20,30.75,202.71875,41.389153989037936
replicate_5,pos5,21,32.25,198.34273504273506,37.01313903177298
replicate_5,pos5,22,33.75,202.7926948051948,41.463098794232735
replicate_5,pos5,23,35.25,194.55,33.22040398903795
replicate_5,pos5,24,36.75,189.44736842105263,28.117772410090566
replicate_5,pos5,25,38.25,187.10256410256412,25.772968091602053
replicate_5,pos5,26,39.75,187.8679245283019,26.538328517339835
replicate_5,pos5,27,41.25,194.16666666666663,32.837070655704565
replicate_5,pos5,28,42.75,191.42,30.090403989037924
replicate_5,pos5,29,44.25,188.22222222222223,26.892626211260165
replicate_5,pos5,30,45.75,191.0727272727273,29.743131261765228
replicate_5,pos5,31,47.25,193.87107843137255,32.5414824204105
replicate_5,pos5,32,48.75,198.48611111111111,37.15651510014905
replicate_5,pos5,33,50.25,203.48684210526318,42.1572460943011
replicate_5,pos6,0,0.75,312.23809523809524,150.90849922713318
replicate_5,pos6,1,2.25,351.7076923076923,190.37809629673023
replicate_5,pos6,2,3.75,359.7818181818182,198.45222217085615
replicate_5,pos6,3,5.25,357.64473684210526,196.3151408311432
replicate_5,pos6,4,6.75,374.21072974644403,212.88113373548197
replicate_5,pos6,5,8.25,367.41526904262753,206.08567303166546
replicate_5,pos6,6,9.75,348.62338362068965,187.2937876097276
replicate_5,pos6,7,11.25,315.14285714285717,153.8132611318951
replicate_5,pos6,8,12.75,304.5101317122594,143.18053570129732
replicate_5,pos6,9,14.25,297.7368421052632,136.40724609430112
replicate_5,pos6,10,15.75,285.66037735849056,124.3307813475285
replicate_5,pos6,11,17.25,263.2931034482759,101.96350743731381
replicate_5,pos6,12,18.75,252.3867924528302,91.05719644186813
replicate_5,pos6,13,20.25,239.75328947368422,78.42369346272214
replicate_5,pos6,14,21.75,252.325641025641,90.99604501467896
replicate_5,pos6,15,23.25,232.76470588235293,71.43510987139086
replicate_5,pos6,16,24.75,238.23162431941924,76.90202830845718
replicate_5,pos6,17,26.25,217.59043062200953,56.260834611047486
replicate_5,pos6,18,27.75,213.69701575020724,52.36741973924518
replicate_5,pos6,19,29.25,206.53787878787878,45.20828277691672
replicate_5,pos6,20,30.75,209.53010033444818,48.200504323486115
replicate_5,pos6,21,32.25,207.8947368421053,46.565140831143225
replicate_5,pos6,22,33.75,209.3909543325527,48.06135832159063
replicate_5,pos6,23,35.25,206.88125548726953,45.551659476307464
replicate_5,pos6,24,36.75,207.44262295081967,46.113026939857605
replicate_5,pos6,25,38.25,206.71428571428572,45.384689703323644
replicate_5,pos6,26,39.75,200.24444444444444,38.914848433482376
replicate_5,pos6,27,41.25,197.32290926320775,35.9933132522457
replicate_5,pos6,28,42.75,201.0217391304348,39.692143119472746
replicate_5,pos6,29,44.25,201.67170671085336,40.34211069989128
replicate_5,pos6,30,45.75,203.7741935483871,42.44459753742504
replicate_5,pos6,31,47.25,208.45689655172413,47.12730054076208
replicate_5,pos6,32,48.75,212.6158064516129,51.286210440650834
replicate_5,pos6,33,50.25,216.4754098360656,55.145813825103545
replicate_5,pos6,34,51.75,229.70506535947715,68.37546934851507
replicate_5,pos7,0,0.75,300.6,139.27040398903796
replicate_5,pos7,1,2.25,343.2270381836945,181.89744217273247
replicate_5,pos7,2,3.75,387.01944444444445,225.68984843348238
replicate_5,pos7,3,5.25,420.84615384615387,259.5165578351918
replicate_5,pos7,4,6.75,424.7673801369863,263.4377841260242
replicate_5,pos7,5,8.25,448.7317073170732,287.4021113061111
replicate_5,pos7,6,9.75,408.1333333333333,246.80373732237126
replicate_5,pos7,7,11.25,363.3809523809524,202.05135636999034
replicate_5,pos7,8,12.75,369.1754385964912,207.8458425855291
replicate_5,pos7,9,14.25,384.4318181818182,223.10222217085612
replicate_5,pos7,10,15.75,348.6680652680653,187.3384692571032
replicate_5,pos7,11,17.25,316.609756097561,155.28016008659893
replicate_5,pos7,12,18.75,312.140350877193,150.81075486623092
replicate_5,pos7,13,20.25,298.51050420168065,137.1809081907186
replicate_5,pos7,14,21.75,306.2530120481928,144.9234160372307
replicate_5,pos7,15,23.25,283.88397129186603,122.55437528090397
replicate_5,pos7,16,24.75,273.74897400820794,112.41937799724587
replicate_5,pos7,17,26.25,250.11904761904762,88.78945160808556
replicate_5,pos7,18,27.75,254.25,92.92040398903794
replicate_5,pos7,19,29.25,236.54545454545453,75.21585853449247
replicate_5,pos7,20,30.75,229.60060240963855,68.27100639867649
replicate_5,pos7,21,32.25,225.93051811919736,64.6009221082353
replicate_5,pos7,22,33.75,218.47272727272727,57.143131261765205
replicate_5,pos7,23,35.25,217.0138888888889,55.684292877926836
replicate_5,pos7,24,36.75,211.47916666666669,50.14957065570462
replicate_5,pos7,25,38.25,208.3469387755102,47.01734276454815
replicate_5,pos7,26,39.75,211.4909090909091,50.161313079947035
replicate_5,pos7,27,41.25,207.43667371760972,46.10707770664766
replicate_5,pos7,28,42.75,209.7536231884058,48.42402717744375
replicate_5,pos7,29,44.25,215.17241379310343,53.84281778214137
replicate_5,pos7,30,45.75,215.9122807017544,54.58268469079235
replicate_5,pos7,31,47.25,212.19176413255363,50.862168121591566
replicate_5,pos7,32,48.75,210.9268115942029,49.59721558324084
replicate_5,pos7,33,50.25,213.51509287925697,52.185496868294905
replicate_5,pos8,0,0.75,282.49584328714764,121.16624727618557
replicate_5,pos8,1,2.25,326.52,165.19040398903792
replicate_5,pos8,2,3.75,390.2966650074664,228.96706899650434
replicate_5,pos8,3,5.25,400.2,238.87040398903792
replicate_5,pos8,4,6.75,435.07246376811594,273.7428677571539
replicate_5,pos8,5,8.25,428.78168119099485,267.4520851800328
replicate_5,pos8,6,9.75,383.672131147541,222.34253513657893
replicate_5,pos8,7,11.25,382.50666666666666,221.1770706557046
replicate_5,pos8,8,12.75,361.04761904761904,199.71802303665697
replicate_5,pos8,9,14.25,338.24246987951807,176.912873868556
replicate_5,pos8,10,15.75,325.1356617647059,163.8060657537438
replicate_5,pos8,11,17.25,308.2025316455696,146.87293563460753
replicate_5,pos8,12,18.75,278.5781055255505,117.24850951458842
replicate_5,pos8,13,20.25,280.8448275862069,119.51523157524485
replicate_5,pos8,14,21.75,255.78199233716475,94.4523963262027
replicate_5,pos8,15,23.25,261.66536585365856,100.3357698426965
replicate_5,pos8,16,24.75,254.36118634886242,93.03159033790034
replicate_5,pos8,17,26.25,238.6946324951644,77.36503648420235
replicate_5,pos8,18,27.75,225.5386046511628,64.20900864020074
replicate_5,pos8,19,29.25,217.3181818181818,55.98858580721975
replicate_5,pos8,20,30.75,216.52272727272728,55.19313126176522
replicate_5,pos8,21,32.25,219.22474747474746,57.89515146378541
replicate_5,pos8,22,33.75,208.82834928229667,47.49875327133461
replicate_5,pos8,23,35.25,205.58620689655172,44.25661088558965
replicate_5,pos8,24,36.75,211.44117647058823,50.11158045962617
replicate_5,pos8,25,38.25,212.7433311646064,51.413735153644325
replicate_5,pos8,26,39.75,207.30516975308637,45.975573742124325
replicate_5,pos8,27,41.25,208.6315789473684,47.30198293640635
replicate_5,pos8,28,42.75,211.27258403361344,49.94298802265139
replicate_5,pos8,29,44.25,204.6122448979592,43.28264888699712
replicate_5,pos8,30,45.75,212.28076828969904,50.95117227873699
replicate_5,pos8,31,47.25,214.89743589743588,53.56783988647382
replicate_5,pos8,32,48.75,212.9775039123631,51.64790790140103
replicate_5,pos8,33,50.25,218.33823529411765,57.00863928315559
replicate_5,pos9,0,0.75,301.8618421052631,140.5322460943011
replicate_5,pos9,1,2.25,327.65977822580646,166.3301822148444
replicate_5,pos9,2,3.75,376.8633980881899,215.53380207722788
replicate_5,pos9,3,5.25,382.4366197183099,221.10702370734782
replicate_5,pos9,4,6.75,410.1486954513969,248.81909944043485
replicate_5,pos9,5,8.25,401.71233766233763,240.3827416513756
replicate_5,pos9,6,9.75,404.75,243.42040398903794
replicate_5,pos9,7,11.25,401.53275862068966,240.2031626097276
replicate_5,pos9,8,12.75,390.0740740740741,228.744478063112
replicate_5,pos9,9,14.25,363.53164556962025,202.2020495586582
replicate_5,pos9,10,15.75,335.8006267136702,174.47103070270813
replicate_5,pos9,11,17.25,296.2888888888889,134.95929287792683
replicate_5,pos9,12,18.75,277.8268028846154,116.49720687365331
replicate_5,pos9,13,20.25,304.76065999258435,143.4310639816223
replicate_5,pos9,14,21.75,303.0468587296078,141.7172627186457
replicate_5,pos9,15,23.25,301.8036062378168,140.47401022685472
replicate_5,pos9,16,24.75,278.33152173913044,117.00192572816837
replicate_5,pos9,17,26.25,262.5344827586207,101.20488674765863
replicate_5,pos9,18,27.75,252.94230769230768,91.61271168134562
replicate_5,pos9,19,29.25,247.9170918367347,86.58749582577263
replicate_5,pos9,20,30.75,240.55169561621173,79.22209960524967
replicate_5,pos9,21,32.25,232.0494252873563,70.71982927639425
replicate_5,pos9,22,33.75,223.59183673469389,62.26224072373182
replicate_5,pos9,23,35.25,215.3050847457627,53.97548873480065
replicate_5,pos9,24,36.75,217.7611940298507,56.43159801888865
replicate_5,pos9,25,38.25,223.34146110056926,62.0118650896072
replicate_5,pos9,26,39.75,219.65573770491804,58.326141693955975
replicate_5,pos9,27,41.25,218.7058823529412,57.376286341979124
replicate_5,pos9,28,42.75,207.38983050847455,46.06023449751248
replicate_5,pos9,29,44.25,203.6716417910448,42.34204578008274
replicate_5,pos9,30,45.75,206.4179104477612,45.08831443679912
replicate_5,pos9,31,47.25,208.98,47.650403989037926
replicate_5,pos9,32,48.75,213.85655471289272,52.52695870193065
replicate_5,pos9,33,50.25,212.5371032163128,51.20750720535074
replicate_7,pos0,0,0.75,339.4328173374613,178.10322132649924
replicate_7,pos0,1,2.25,373.37704918032784,212.04745316936578
replicate_7,pos0,2,3.75,392.3571428571428,231.0275468461807
replicate_7,pos0,3,5.25,430.81081081081084,269.4812147998488
replicate_7,pos0,4,6.75,469.96491228070175,308.6353162697397
replicate_7,pos0,5,8.25,485.93589743589746,324.6063014249354
replicate_7,pos0,6,9.75,494.57871939736344,333.2491233864014
replicate_7,pos0,7,11.25,518.4428514536041,357.11325544264207
replicate_7,pos0,8,12.75,499.36538461538464,338.0357886044226
replicate_7,pos0,9,14.25,428.1036585365854,266.7740625256233
replicate_7,pos0,10,15.75,435.9428571428571,274.61326113189506
replicate_7,pos0,11,17.25,449.9861111111111,288.656515100149
replicate_7,pos0,12,18.75,406.6410256410256,245.31142963006351
replicate_7,pos0,13,20.25,388.9069548872181,227.57735887625603
replicate_7,pos0,14,21.75,342.82978723404256,181.5001912230805
replicate_7,pos0,15,23.25,337.5813953488372,176.25179933787513
replicate_7,pos0,16,24.75,308.21276595744683,146.88316994648477
replicate_7,pos0,17,26.25,292.46153846153845,131.1319424505764
replicate_7,pos0,18,27.75,262.4789377289377,101.14934171797566
replicate_7,pos0,19,29.25,263.8888888888889,102.55929287792685
replicate_7,pos0,20,30.75,247.61561032863852,86.28601431767645
replicate_7,pos0,21,32.25,261.87426900584796,100.5446729948859
replicate_7,pos0,22,33.75,253.9090909090909,92.57949489812884
replicate_7,pos0,23,35.25,217.36666666666667,56.03707065570461
replicate_7,pos0,24,36.75,202.72244250594764,41.39284649498559
replicate_7,pos0,25,38.25,195.6629213483146,34.333325337352534
replicate_7,pos0,26,39.75,201.2924317617866,39.96283575082454
replicate_7,pos0,27,41.25,178.80889423076923,17.479298219807163
replicate_7,pos0,28,42.75,178.10526315789474,16.775667146932676
replicate_7,pos0,29,44.25,175.81579693703912,14.486200926077075
replicate_7,pos0,30,45.75,177.06349206349208,15.733896052530014
replicate_7,pos0,31,47.25,178.51724137931035,17.187645368348285
replicate_7,pos0,32,48.75,176.58139534883722,15.251799337875156
replicate_7,pos0,33,50.25,176.20050505050506,14.870909039542994
replicate_7,pos0,34,51.75,173.47368421052633,12.144088199564266
replicate_7,pos1,0,0.75,258.5706989247312,97.24110291376911
replicate_7,pos1,1,2.25,271.3452380952381,110.01564208427604
replicate_7,pos1,2,3.75,294.58154195948737,133.25194594852533
replicate_7,pos1,3,5.25,325.7049180327869,164.37532202182484
replicate_7,pos1,4,6.75,326.6592632719393,165.32966726097726
replicate_7,pos1,5,8.25,332.3125,170.98290398903794
replicate_7,pos1,6,9.75,350.12,188.79040398903794
replicate_7,pos1,7,11.25,318.3623876123876,157.03279160142554
replicate_7,pos1,8,12.75,342.04477611940297,180.7151801084409
replicate_7,pos1,9,14.25,319.73809523809524,158.40849922713318
replicate_7,pos1,10,15.75,311.6333333333333,150.30373732237126
replicate_7,pos1,11,17.25,305.89166666666665,144.5620706557046
replicate_7,pos1,12,18.75,298.48387096774195,137.1542749567799
replicate_7,pos1,13,20.25,267.10439560439556,105.77479959343353
replicate_7,pos1,14,21.75,256.4,95.07040398903791
replicate_7,pos1,15,23.25,260.3488372093023,99.01924119834024
replicate_7,pos1,16,24.75,242.27631578947367,80.9467197785116
replicate_7,pos1,17,26.25,225.8413722826087,64.51177627164664
replicate_7,pos1,18,27.75,227.15625,65.82665398903794
replicate_7,pos1,19,29.25,233.35897435897436,72.0293783480123
replicate_7,pos1,20,30.75,217.7301587301587,56.40056271919664
replicate_7,pos1,21,32.25,210.36486486486487,49.03526885390281
replicate_7,pos1,22,33.75,198.36507936507937,37.035483354117304
replicate_7,pos1,23,35.25,204.41463414634143,43.085038135379364
replicate_7,pos1,24,36.75,198.4124946512623,37.08289864030024
replicate_7,pos1,25,38.25,187.8858070964518,26.556211085489736
replicate_7,pos1,26,39.75,191.22368421052633,29.894088199564266
replicate_7,pos1,27,41.25,189.2173913043478,27.88779529338575
replicate_7,pos1,28,42.75,194.53915094339624,33.20955493243419
replicate_7,pos1,29,44.25,197.01044176706827,35.68084575610621
replicate_7,pos1,30,45.75,199.375,38.045403989037936
replicate_7,pos1,31,47.25,193.45029970029972,32.12070368933766
replicate_7,pos1,32,48.75,190.34883720930233,29.019241198340268
replicate_7,pos1,33,50.25,185.3125,23.982903989037936
replicate_7,pos15,0,0.75,278.39344262295083,117.06384661198877
replicate_7,pos15,1,2.25,308.3623188405797,147.03272282961763
replicate_7,pos15,2,3.75,346.6231884057971,185.29359239483506
replicate_7,pos15,3,5.25,398.3020833333333,236.97248732237125
replicate_7,pos15,4,6.75,372.79487179487177,211.4652757839097
replicate_7,pos15,5,8.25,371.1326923076923,209.80309629673025
replicate_7,pos15,6,9.75,395.3686285553365,234.03903254437446
replicate_7,pos15,7,11.25,350.13015607580826,188.8005600648462
replicate_7,pos15,8,12.75,335.84444444444443,174.51484843348237
replicate_7,pos15,9,14.25,335.1395348837209,173.80993887275886
replicate_7,pos15,10,15.75,317.36486486486484,156.03526885390278
replicate_7,pos15,11,17.25,319.9342751842752,158.60467917331314
replicate_7,pos15,12,18.75,308.1896910794863,146.86009506852423
replicate_7,pos15,13,20.25,291.0213605442177,129.69176453325562
replicate_7,pos15,14,21.75,268.1280487804878,106.79845276952574
replicate_7,pos15,15,23.25,255.515625,94.18602898903794
replicate_7,pos15,16,24.75,243.95718130658184,82.6275852956198
replicate_7,pos15,17,26.25,239.31313598519893,77.98353997423686
replicate_7,pos15,18,27.75,228.82583979328166,67.49624378231958
replicate_7,pos15,19,29.25,223.11111111111111,61.78151510014905
replicate_7,pos15,20,30.75,216.8064182194617,55.47682220849964
replicate_7,pos15,21,32.25,210.06153846153848,48.73194245057641
replicate_7,pos15,22,33.75,196.84750072653299,35.51790471557091
replicate_7,pos15,23,35.25,194.15254237288136,32.82294636191929
replicate_7,pos15,24,36.75,186.57692307692307,25.247327065961002
replicate_7,pos15,25,38.25,184.77440801457195,23.444812003609883
replicate_7,pos15,26,39.75,185.484375,24.154778989037936
replicate_7,pos15,27,41.25,187.06349206349208,25.733896052530014
